Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
31.81,89.26,16,1,3.31,2,7.78,1
31.81,89.26,17,1,3.44,2,7.75,1
31.75,89.15,16,1,3.22,2,7.89,1
31.75,89.15,17,1,3.38,2,7.78,1
31.75,89.15,16,1,3.34,2,7.84,1
31.69,89.04,17,1,3.36,2,7.8,1
31.75,89.15,16,1,3.35,2,7.85,1
31.69,89.04,16,1,3.16,2,7.77,1
31.69,89.04,15,1,3.19,2,7.69,1
31.69,89.04,17,1,3.4,2,7.48,1
31.69,89.04,17,1,3.16,2,7.86,1
31.69,89.04,14,1,3.26,2,7.96,1
31.62,88.92,17,1,3.44,2,7.85,1
31.62,88.92,16,1,3.26,2,7.89,1
31.62,88.92,17,1,3.25,2,7.79,1
31.62,88.92,17,1,3.43,2,7.84,1
31.56,88.81,17,1,2.68,2,7.98,1
31.56,88.81,17,1,2.91,2,7.9,1
31.5,88.7,17,1,3.08,2,7.87,1
31.5,88.7,17,1,3.27,2,7.74,1
31.5,88.7,17,1,3.28,2,7.95,1
31.5,88.7,17,1,3.29,2,7.93,1
31.5,88.7,17,1,3.15,2,7.81,1
31.5,88.7,17,1,3.32,2,7.97,1
31.5,88.7,17,1,3.38,2,7.82,1
31.44,88.59,17,1,3.16,2,7.79,1
31.44,88.59,14,1,3.1,2,7.98,1
31.44,88.59,17,1,3.31,2,7.83,1
31.44,88.59,17,1,3.24,2,7.73,1
42.0,107.6,54,2,2.23,2,7.76,1
41.94,107.49,56,2,2.22,2,7.87,1
41.94,107.49,55,2,2.19,2,7.85,1
41.88,107.37,55,2,2.2,2,7.9,1
41.81,107.26,54,2,2.61,2,7.81,1
41.81,107.26,54,2,2.58,2,7.93,1
41.75,107.15,55,2,2.3,2,7.99,1
41.75,107.15,55,2,2.28,2,7.81,1
41.75,107.15,54,2,2.67,2,7.89,1
41.69,107.04,54,2,2.55,2,7.81,1
41.63,106.92,54,2,2.45,2,8.01,1
41.63,106.92,54,2,2.44,2,8.09,1
41.63,106.92,53,2,2.66,2,7.79,1
41.63,106.92,54,2,2.56,2,7.76,1
41.56,106.81,54,2,2.49,2,7.92,1
41.5,106.7,55,2,2.52,2,7.91,1
41.44,106.59,54,2,2.77,2,7.76,1
41.44,106.59,54,2,2.61,2,7.97,1
41.44,106.59,54,2,2.6,2,7.98,1
41.38,106.47,55,2,2.77,2,7.92,1
41.31,106.36,54,2,2.65,2,7.81,1
41.31,106.36,54,2,2.79,2,7.89,1
41.31,106.36,55,2,2.91,2,7.86,1
41.31,106.36,54,2,2.67,2,8.04,1
41.25,106.25,54,2,2.73,2,7.69,1
41.19,106.14,56,2,3.0,2,7.78,1
41.19,106.14,54,2,3.02,2,7.86,1
41.13,106.03,55,2,2.81,2,7.88,1
41.13,106.03,54,2,2.96,2,7.94,1
41.13,106.03,54,2,2.76,2,7.94,1
41.06,105.91,54,2,3.03,2,8.05,1
41.06,105.91,54,2,2.92,2,7.91,1
41.06,105.91,54,2,2.81,2,7.6,1
41.0,105.8,54,2,2.8,2,7.9,1
41.0,105.8,54,2,2.88,2,7.79,1
40.94,105.69,54,2,2.89,2,7.65,1
40.94,105.69,54,2,2.92,2,7.84,1
41.0,105.8,54,2,2.94,2,7.85,1
40.94,105.69,54,2,2.89,2,8.04,1
40.94,105.69,54,2,3.06,2,7.93,1
40.88,105.57,54,2,2.8,2,7.9,1
40.88,105.57,55,2,3.13,2,7.88,1
40.88,105.57,54,2,2.9,2,7.81,1
40.81,105.46,54,2,3.16,2,7.81,1
40.81,105.46,54,2,3.09,2,7.76,1
40.81,105.46,55,2,3.01,2,8.0,1
40.81,105.46,54,2,3.15,2,7.79,1
40.81,105.46,53,2,3.17,2,7.97,1
40.75,105.35,55,2,2.95,2,7.9,1
40.75,105.35,54,2,3.16,2,7.84,1
40.75,105.35,53,2,3.08,2,7.82,1
40.75,105.35,54,2,3.13,2,7.86,1
40.75,105.35,54,2,3.07,2,7.75,1
40.69,105.24,55,2,2.95,2,7.89,1
40.69,105.24,54,2,3.0,2,7.82,1
40.69,105.24,54,2,2.97,2,7.84,1
40.63,105.12,53,2,3.01,2,7.73,1
40.63,105.12,54,2,2.92,2,7.77,1
40.63,105.12,54,2,3.16,2,8.02,1
40.56,105.01,54,2,3.13,2,7.82,1
40.56,105.01,54,2,3.11,2,7.83,1
40.56,105.01,54,2,3.16,2,7.8,1
40.5,104.9,56,2,3.22,2,7.79,1
40.5,104.9,54,2,2.95,2,7.73,1
40.5,104.9,54,2,3.09,2,7.78,1
40.56,105.01,54,2,3.04,2,7.75,1
40.5,104.9,54,2,2.99,2,7.87,1
40.44,104.79,54,2,3.01,2,7.84,1
40.44,104.79,54,2,3.22,2,7.89,1
40.38,104.67,54,2,3.24,2,7.83,1
40.38,104.67,54,2,3.12,2,7.67,1
40.38,104.67,54,2,2.97,2,7.69,1
40.38,104.67,54,2,2.94,2,7.65,1
40.31,104.56,53,2,3.2,2,7.68,1
40.38,104.67,54,2,3.17,2,7.69,1
40.31,104.56,53,2,3.01,2,7.9,1
40.31,104.56,54,2,3.0,2,7.86,1
40.31,104.56,54,2,3.0,2,7.92,1
40.25,104.45,53,2,3.12,2,7.82,1
40.25,104.45,54,2,3.24,2,8.02,1
40.19,104.34,54,2,3.1,2,7.95,1
40.19,104.34,55,2,3.22,2,7.44,1
40.19,104.34,55,2,3.22,2,7.85,1
40.13,104.22,54,2,3.14,2,7.9,1
40.13,104.22,54,2,3.12,2,7.97,1
40.13,104.22,54,2,3.02,2,7.91,1
40.06,104.11,54,2,3.07,2,7.84,1
40.13,104.22,55,2,3.1,2,7.81,1
40.06,104.11,54,2,3.1,2,7.71,1
40.0,104.0,55,2,3.12,2,7.86,1
40.0,104.0,55,2,3.12,2,7.8,1
40.0,104.0,54,2,3.07,2,7.84,1
39.94,103.89,53,2,3.17,2,7.91,1
39.94,103.89,55,2,3.2,2,7.85,1
39.94,103.89,55,2,3.01,2,7.87,1
39.88,103.78,55,2,3.15,2,7.91,1
39.88,103.78,54,2,3.17,2,7.34,1
39.81,103.66,54,2,3.11,2,7.76,1
39.75,103.55,54,2,3.05,2,7.87,1
39.81,103.66,54,2,2.98,2,7.81,1
39.81,103.66,54,2,3.27,2,7.79,1
39.75,103.55,54,2,3.28,2,7.81,1
39.75,103.55,54,2,3.04,2,7.8,1
39.75,103.55,54,2,3.09,2,7.67,1
39.75,103.55,54,2,3.41,2,7.82,1
39.75,103.55,54,2,3.17,2,7.9,1
39.75,103.55,55,2,3.48,2,7.79,1
39.75,103.55,54,2,3.43,2,7.82,1
39.69,103.44,54,2,3.46,2,7.75,1
39.69,103.44,54,2,3.36,2,7.94,1
39.63,103.32,54,2,3.32,2,7.91,1
39.63,103.32,54,2,3.29,2,7.49,1
39.63,103.32,54,2,3.42,2,7.65,1
39.63,103.32,53,2,3.44,2,7.43,1
39.63,103.32,54,2,3.28,2,7.68,1
39.63,103.32,55,2,3.44,2,7.9,1
39.56,103.21,55,2,3.29,2,7.77,1
39.56,103.21,55,2,3.39,2,7.7,1
39.56,103.21,54,2,3.45,2,7.86,1
39.56,103.21,55,2,3.35,2,7.69,1
39.56,103.21,55,2,3.36,2,7.79,1
39.56,103.21,54,2,3.37,2,7.77,1
39.5,103.1,56,2,3.16,2,7.86,1
39.56,103.21,55,2,3.39,2,7.81,1
39.56,103.21,54,2,3.2,2,7.8,1
39.5,103.1,55,2,3.38,2,7.98,1
39.5,103.1,54,2,3.29,2,7.78,1
39.44,102.99,55,2,3.33,2,7.81,1
39.5,103.1,55,2,3.42,2,7.8,1
39.5,103.1,55,2,3.19,2,7.93,1
39.44,102.99,55,2,3.41,2,7.79,1
39.44,102.99,55,2,3.32,2,8.0,1
39.38,102.87,50,2,3.19,2,7.61,1
39.44,102.99,54,2,3.16,2,7.69,1
39.38,102.87,55,2,3.38,2,7.68,1
39.38,102.87,50,2,3.37,2,7.84,1
39.38,102.87,48,2,3.27,2,7.84,1
39.31,102.76,55,2,3.42,2,7.73,1
39.31,102.76,56,2,3.16,2,7.89,1
39.31,102.76,55,2,3.19,2,7.89,1
39.25,102.65,56,2,3.36,2,7.91,1
39.25,102.65,55,2,3.31,2,7.67,1
39.25,102.65,56,2,3.32,2,7.94,1
39.25,102.65,55,2,3.38,2,7.92,1
39.25,102.65,55,2,3.46,2,7.89,1
39.19,102.54,55,2,3.17,2,7.8,1
39.19,102.54,56,2,3.16,2,7.84,1
39.19,102.54,54,2,3.41,2,8.02,1
39.19,102.54,48,2,3.43,2,7.97,1
39.13,102.42,55,2,3.41,2,7.95,1
39.06,102.31,50,2,3.41,2,7.9,1
39.06,102.31,54,2,3.39,2,7.84,1
39.0,102.2,55,2,3.4,2,7.88,1
39.06,102.31,54,2,3.44,2,7.77,1
39.06,102.31,56,2,3.17,2,7.86,1
39.0,102.2,56,2,3.27,2,8.06,1
39.0,102.2,48,2,3.4,2,8.07,1
39.0,102.2,54,2,3.39,2,7.78,1
38.94,102.09,55,2,3.39,2,7.91,1
38.88,101.97,54,2,3.21,2,7.92,1
38.88,101.97,55,2,3.11,2,7.94,1
38.88,101.97,55,2,3.19,2,7.84,1
38.81,101.86,55,2,3.3,2,7.7,1
38.88,101.97,55,2,3.34,2,7.73,1
38.88,101.97,56,2,3.27,2,8.01,1
38.81,101.86,55,2,3.24,2,7.85,1
38.81,101.86,54,2,3.42,2,7.86,1
38.81,101.86,56,2,3.32,2,7.91,1
38.81,101.86,55,2,3.27,2,7.87,1
38.75,101.75,56,2,3.33,2,7.78,1
38.75,101.75,56,2,3.21,2,8.03,1
38.69,101.64,56,2,3.17,2,7.71,1
38.69,101.64,55,2,3.23,2,7.88,1
38.69,101.64,54,2,3.31,2,7.95,1
38.63,101.53,54,2,3.29,2,7.89,1
38.69,101.64,56,2,3.18,2,8.01,1
38.63,101.53,55,2,3.19,2,7.9,1
38.56,101.41,55,2,3.33,2,7.95,1
38.56,101.41,56,2,3.44,2,7.72,1
38.56,101.41,56,2,3.36,2,7.94,1
38.63,101.53,56,2,3.35,2,7.85,1
38.56,101.41,55,2,3.28,2,7.99,1
38.56,101.41,56,2,3.42,2,7.89,1
38.5,101.3,50,2,3.37,2,7.8,1
38.5,101.3,55,2,3.26,2,7.87,1
38.5,101.3,55,2,3.44,2,7.92,1
38.44,101.19,55,2,3.39,2,7.76,1
38.44,101.19,54,2,3.44,2,7.65,1
38.44,101.19,56,2,3.38,2,7.93,1
38.44,101.19,55,2,3.39,2,8.01,1
38.38,101.07,56,2,3.31,2,7.81,1
38.31,100.96,54,2,3.31,2,7.96,1
38.31,100.96,50,2,3.48,2,7.8,1
38.25,100.85,56,2,3.28,2,7.9,1
38.19,100.74,51,2,3.48,2,7.95,1
38.19,100.74,56,2,3.49,2,7.99,1
38.13,100.62,55,2,3.43,2,7.75,1
38.13,100.62,56,2,3.37,2,7.95,1
38.0,100.4,55,2,3.47,2,7.9,1
37.94,100.29,56,2,3.41,2,7.9,1
37.94,100.29,55,2,3.35,2,7.96,1
37.94,100.29,54,2,3.44,2,7.88,1
37.88,100.17,54,2,3.4,2,7.93,1
37.88,100.17,54,2,3.45,2,8.02,1
37.88,100.17,54,2,3.47,2,7.91,1
37.81,100.06,55,2,3.35,2,7.76,1
37.88,100.17,54,2,3.32,2,7.9,1
37.81,100.06,55,2,3.35,2,7.86,1
37.81,100.06,54,2,3.36,2,7.96,1
37.81,100.06,54,2,3.49,2,7.94,1
37.75,99.95,55,2,3.49,2,7.97,1
37.69,99.84,56,2,3.35,2,7.95,1
37.69,99.84,54,2,3.37,2,7.9,1
37.69,99.84,55,2,3.48,2,7.9,1
37.63,99.72,54,2,3.42,2,7.88,1
37.56,99.61,55,2,3.37,2,7.96,1
37.56,99.61,55,2,3.47,2,7.94,1
37.56,99.61,55,2,3.38,2,7.91,1
37.56,99.61,55,2,3.41,2,7.89,1
37.5,99.5,54,2,3.38,2,7.78,1
37.56,99.61,55,2,3.49,2,7.9,1
37.5,99.5,54,2,3.45,2,7.8,1
37.5,99.5,54,2,3.48,2,7.99,1
37.44,99.39,55,2,3.44,2,7.92,1
37.44,99.39,54,2,3.38,2,7.99,1
37.38,99.28,53,2,3.41,2,7.73,1
37.0,98.6,55,2,3.48,2,7.85,1
35.19,95.34,54,2,1.83,2,7.9,1
35.19,95.34,54,2,1.04,2,7.75,1
35.19,95.34,55,2,0.98,2,7.85,1
35.19,95.34,54,2,0.88,2,7.83,1
35.13,95.22,53,2,0.8,2,7.79,1
35.19,95.34,54,2,0.85,2,8.0,1
35.13,95.22,54,2,1.01,2,7.82,1
35.13,95.22,54,2,0.9,2,8.03,1
35.06,95.11,54,2,1.27,2,7.65,1
35.13,95.22,49,2,1.1,2,7.88,1
35.06,95.11,55,2,1.13,2,7.93,1
35.13,95.22,55,2,1.38,2,7.86,1
35.06,95.11,49,2,1.58,2,7.97,1
35.06,95.11,55,2,1.61,2,7.94,1
34.94,94.89,55,2,1.65,2,7.8,1
35.0,95.0,54,2,1.78,2,7.86,1
35.0,95.0,55,2,1.73,2,7.87,1
34.94,94.89,55,2,1.93,2,7.92,1
34.94,94.89,55,2,1.76,2,7.91,1
34.94,94.89,54,2,2.0,2,7.9,1
34.94,94.89,53,2,1.83,2,7.64,1
34.88,94.78,54,2,1.92,2,7.89,1
34.88,94.78,54,2,1.82,2,7.9,1
34.88,94.78,53,2,2.1,2,7.75,1
34.88,94.78,55,2,2.19,2,7.88,1
34.88,94.78,54,2,2.15,2,7.86,1
34.88,94.78,53,2,2.12,2,7.86,1
34.81,94.66,54,2,2.14,2,7.91,1
34.81,94.66,55,2,2.18,2,7.83,1
34.81,94.66,54,2,2.18,2,7.57,1
34.88,94.78,54,2,2.29,2,7.99,1
34.81,94.66,54,2,2.27,2,7.95,1
34.75,94.55,54,2,2.03,2,7.96,1
34.81,94.66,54,2,2.03,2,7.92,1
34.81,94.66,55,2,2.01,2,7.54,1
34.75,94.55,54,2,2.31,2,7.8,1
34.75,94.55,54,2,2.03,2,7.85,1
34.75,94.55,54,2,2.11,2,7.9,1
34.75,94.55,54,2,2.32,2,7.97,1
34.75,94.55,54,2,2.3,2,7.65,1
34.69,94.44,54,2,2.3,2,7.89,1
34.63,94.32,55,2,2.41,2,7.42,1
34.69,94.44,54,2,2.24,2,7.8,1
34.69,94.44,54,2,2.23,2,7.82,1
34.63,94.32,54,2,2.18,2,7.88,1
34.63,94.32,54,2,2.38,2,7.7,1
34.56,94.21,54,2,2.48,2,8.02,1
34.56,94.21,54,2,2.5,2,7.82,1
34.63,94.32,55,2,2.57,2,7.9,1
34.63,94.32,54,2,2.47,2,7.85,1
34.56,94.21,54,2,2.27,2,7.87,1
34.56,94.21,54,2,2.55,2,7.78,1
34.56,94.21,53,2,2.35,2,7.84,1
34.5,94.1,54,2,2.31,2,7.84,1
34.5,94.1,54,2,2.64,2,7.9,1
34.5,94.1,55,2,2.52,2,7.59,1
34.5,94.1,55,2,2.54,2,7.86,1
34.44,93.99,55,2,2.34,2,7.77,1
34.44,93.99,55,2,2.38,2,7.69,1
34.38,93.87,54,2,2.62,2,7.82,1
34.38,93.87,54,2,2.59,2,7.99,1
34.44,93.99,54,2,2.42,2,7.95,1
34.38,93.87,54,2,2.38,2,7.91,1
34.38,93.87,55,2,2.38,2,7.84,1
34.38,93.87,54,2,2.65,2,7.65,1
34.38,93.87,54,2,2.55,2,7.9,1
34.38,93.87,54,2,2.63,2,7.96,1
34.38,93.87,54,2,2.66,2,7.86,1
34.31,93.76,55,2,2.44,2,7.92,1
34.31,93.76,54,2,2.42,2,7.65,1
34.25,93.65,55,2,2.39,2,7.83,1
34.31,93.76,54,2,2.69,2,7.98,1
34.25,93.65,54,2,2.61,2,7.7,1
34.25,93.65,54,2,2.69,2,7.99,1
34.19,93.54,55,2,2.62,2,7.87,1
34.19,93.54,54,2,2.43,2,7.7,1
34.19,93.54,54,2,2.76,2,8.02,1
34.19,93.54,55,2,2.68,2,7.79,1
34.19,93.54,54,2,2.59,2,7.71,1
34.13,93.42,54,2,2.46,2,7.64,1
34.13,93.42,50,2,2.66,2,7.94,1
34.13,93.42,55,2,2.76,2,7.74,1
34.13,93.42,55,2,2.74,2,7.9,1
34.06,93.31,54,2,2.66,2,7.95,1
34.13,93.42,49,2,2.68,2,7.78,1
34.06,93.31,55,2,2.73,2,7.97,1
34.06,93.31,54,2,2.74,2,7.9,1
34.06,93.31,53,2,2.54,2,7.93,1
34.06,93.31,55,2,2.56,2,7.94,1
34.0,93.2,53,2,2.66,2,7.83,1
34.0,93.2,54,2,2.76,2,7.86,1
34.0,93.2,54,2,2.69,2,7.92,1
34.0,93.2,54,2,2.89,2,8.0,1
33.94,93.09,55,2,2.62,2,7.9,1
33.94,93.09,54,2,2.66,2,7.84,1
33.94,93.09,55,2,2.81,2,7.9,1
34.0,93.2,54,2,2.74,2,7.81,1
33.94,93.09,55,2,2.85,2,7.89,1
33.94,93.09,55,2,2.79,2,7.9,1
33.94,93.09,54,2,2.81,2,7.86,1
33.88,92.97,55,2,2.79,2,7.75,1
33.88,92.97,54,2,2.54,2,7.8,1
33.88,92.97,54,2,2.78,2,7.87,1
33.88,92.97,55,2,2.55,2,7.85,1
33.88,92.97,54,2,2.63,2,7.9,1
33.81,92.86,54,2,2.82,2,7.87,1
33.88,92.97,54,2,2.81,2,7.92,1
33.81,92.86,54,2,2.62,2,7.9,1
33.81,92.86,54,2,2.64,2,7.97,1
33.75,92.75,54,2,2.77,2,7.95,1
33.69,92.64,54,2,2.89,2,7.87,1
33.75,92.75,54,2,2.6,2,7.9,1
33.75,92.75,54,2,2.62,2,8.05,1
33.75,92.75,54,2,2.66,2,7.89,1
33.69,92.64,54,2,2.81,2,7.86,1
33.63,92.53,54,2,2.77,2,7.9,1
33.69,92.64,55,2,2.81,2,7.97,1
33.63,92.53,54,2,2.75,2,8.04,1
33.69,92.64,54,2,2.72,2,7.9,1
33.63,92.53,54,2,2.86,2,7.87,1
33.56,92.41,54,2,2.67,2,7.88,1
33.63,92.53,54,2,2.67,2,7.91,1
33.63,92.53,54,2,2.8,2,7.91,1
33.56,92.41,55,2,2.9,2,7.88,1
33.56,92.41,49,2,2.7,2,7.94,1
33.56,92.41,54,2,2.73,2,7.81,1
33.5,92.3,54,2,2.74,2,8.1,1
33.44,92.19,54,2,2.77,2,7.92,1
33.5,92.3,54,2,2.93,2,7.8,1
33.5,92.3,54,2,2.79,2,7.95,1
33.5,92.3,53,2,2.9,2,7.94,1
33.5,92.3,53,2,2.77,2,7.84,1
33.44,92.19,53,2,2.9,2,7.7,1
33.44,92.19,55,2,2.82,2,7.82,1
33.44,92.19,54,2,2.92,2,7.82,1
33.44,92.19,55,2,2.61,2,7.97,1
33.38,92.07,54,2,2.93,2,7.9,1
33.38,92.07,55,2,2.91,2,7.96,1
33.38,92.07,54,2,2.92,2,7.72,1
33.38,92.07,54,2,3.02,2,7.8,1
33.38,92.07,55,2,2.66,2,8.03,1
33.31,91.96,54,2,3.01,2,7.85,1
33.31,91.96,54,2,2.67,2,7.85,1
33.38,92.07,54,2,2.93,2,7.87,1
33.31,91.96,53,2,2.93,2,7.9,1
33.25,91.85,53,2,2.77,2,7.91,1
33.25,91.85,54,2,2.71,2,7.91,1
33.25,91.85,54,2,2.79,2,7.95,1
33.25,91.85,55,2,3.0,2,7.88,1
33.25,91.85,54,2,2.89,2,7.9,1
33.31,91.96,54,2,2.73,2,7.99,1
33.25,91.85,53,2,2.99,2,7.65,1
33.19,91.74,54,2,2.99,2,8.05,1
33.19,91.74,54,2,2.84,2,7.73,1
33.19,91.74,54,2,3.01,2,7.82,1
33.19,91.74,54,2,2.89,2,7.92,1
33.19,91.74,54,2,2.78,2,7.89,1
33.13,91.62,55,2,2.85,2,7.78,1
33.13,91.62,53,2,2.99,2,7.85,1
33.19,91.74,54,2,2.85,2,7.9,1
33.13,91.62,54,2,2.78,2,7.6,1
33.13,91.62,54,2,2.72,2,7.84,1
33.13,91.62,53,2,2.99,2,7.96,1
33.06,91.51,54,2,2.95,2,7.84,1
33.13,91.62,54,2,3.01,2,7.81,1
33.13,91.62,54,2,2.81,2,7.85,1
33.06,91.51,54,2,2.81,2,7.78,1
33.06,91.51,54,2,3.01,2,8.01,1
33.06,91.51,54,2,2.94,2,7.74,1
33.06,91.51,54,2,2.86,2,7.59,1
33.06,91.51,54,2,3.01,2,7.9,1
33.0,91.4,54,2,3.04,2,7.96,1
33.06,91.51,54,2,2.92,2,7.92,1
33.0,91.4,54,2,3.06,2,7.97,1
33.06,91.51,54,2,3.03,2,7.9,1
33.0,91.4,54,2,2.85,2,7.74,1
33.06,91.51,54,2,3.06,2,7.92,1
33.0,91.4,54,2,3.05,2,7.98,1
33.0,91.4,53,2,2.9,2,7.85,1
33.0,91.4,54,2,2.92,2,7.97,1
32.94,91.29,54,2,2.99,2,7.85,1
33.0,91.4,54,2,3.07,2,7.67,1
32.94,91.29,54,2,2.87,2,7.94,1
32.94,91.29,54,2,3.09,2,7.89,1
32.94,91.29,54,2,3.13,2,7.7,1
32.88,91.17,54,2,3.13,2,7.7,1
32.88,91.17,54,2,2.85,2,7.89,1
32.81,91.06,54,2,3.05,2,7.7,1
32.88,91.17,55,2,3.14,2,7.64,1
32.81,91.06,54,2,3.12,2,8.01,1
32.81,91.06,55,2,3.12,2,7.72,1
32.75,90.95,53,2,3.1,2,7.75,1
32.81,91.06,54,2,2.99,2,7.7,1
32.75,90.95,54,2,3.01,2,7.9,1
32.75,90.95,54,2,2.86,2,7.93,1
32.81,91.06,54,2,3.22,2,7.91,1
32.75,90.95,53,2,3.08,2,7.7,1
32.69,90.84,54,2,3.0,2,7.85,1
32.69,90.84,54,2,3.12,2,7.9,1
32.69,90.84,54,2,3.09,2,7.93,1
32.69,90.84,54,2,2.97,2,7.9,1
32.69,90.84,54,2,3.16,2,7.97,1
32.63,90.72,54,2,3.14,2,7.81,1
32.63,90.72,54,2,3.12,2,7.98,1
32.63,90.72,54,2,2.96,2,7.81,1
32.63,90.72,55,2,2.85,2,7.9,1
32.63,90.72,54,2,2.89,2,7.88,1
32.63,90.72,54,2,3.01,2,7.92,1
32.56,90.61,54,2,2.97,2,7.86,1
32.56,90.61,53,2,3.09,2,7.68,1
32.56,90.61,54,2,3.12,2,7.92,1
32.56,90.61,54,2,3.25,2,7.89,1
32.56,90.61,53,2,3.09,2,7.82,1
32.5,90.5,54,2,3.13,2,7.72,1
32.56,90.61,53,2,3.12,2,7.9,1
32.56,90.61,55,2,2.98,2,7.78,1
32.56,90.61,53,2,3.0,2,7.98,1
32.5,90.5,54,2,2.91,2,7.89,1
32.56,90.61,54,2,3.14,2,7.88,1
32.56,90.61,54,2,2.98,2,7.71,1
32.5,90.5,55,2,3.18,2,7.79,1
32.5,90.5,54,2,3.14,2,7.74,1
32.5,90.5,54,2,3.13,2,7.69,1
32.44,90.39,54,2,3.2,2,7.84,1
32.44,90.39,55,2,3.15,2,7.58,1
32.44,90.39,53,2,3.18,2,7.94,1
32.44,90.39,54,2,2.97,2,7.83,1
32.44,90.39,53,2,3.04,2,7.89,1
32.38,90.28,54,2,3.22,2,7.93,1
32.44,90.39,54,2,3.12,2,7.89,1
32.38,90.28,54,2,3.12,2,8.02,1
32.38,90.28,54,2,3.16,2,7.89,1
32.38,90.28,54,2,3.01,2,7.8,1
32.38,90.28,54,2,3.18,2,7.83,1
32.38,90.28,54,2,2.97,2,7.83,1
32.38,90.28,53,2,3.13,2,7.91,1
32.38,90.28,54,2,3.23,2,7.52,1
32.31,90.16,53,2,3.16,2,7.9,1
32.38,90.28,54,2,3.26,2,7.57,1
32.31,90.16,54,2,3.11,2,7.81,1
32.31,90.16,54,2,3.01,2,7.9,1
32.31,90.16,54,2,3.24,2,7.83,1
32.31,90.16,54,2,3.05,2,7.9,1
32.31,90.16,55,2,3.11,2,7.87,1
32.25,90.05,55,2,3.21,2,7.88,1
32.25,90.05,54,2,3.2,2,7.9,1
32.25,90.05,54,2,3.18,2,7.83,1
32.25,90.05,55,2,3.09,2,7.63,1
32.31,90.16,55,2,3.2,2,7.95,1
32.25,90.05,54,2,3.17,2,7.89,1
32.25,90.05,54,2,3.06,2,7.8,1
32.25,90.05,55,2,3.25,2,7.76,1
32.25,90.05,53,2,3.05,2,7.86,1
32.19,89.94,54,2,3.06,2,7.85,1
32.19,89.94,54,2,3.01,2,7.55,1
32.19,89.94,54,2,3.31,2,7.87,1
32.19,89.94,54,2,3.28,2,7.89,1
32.19,89.94,53,2,3.1,2,7.91,1
32.19,89.94,55,2,3.07,2,7.58,1
32.13,89.82,55,2,3.18,2,7.87,1
32.13,89.82,53,2,3.32,2,7.79,1
32.13,89.82,53,2,3.04,2,7.87,1
32.13,89.82,55,2,3.32,2,7.93,1
32.19,89.94,54,2,3.12,2,7.96,1
32.13,89.82,53,2,3.06,2,7.85,1
32.06,89.71,54,2,3.07,2,7.93,1
32.06,89.71,53,2,3.12,2,7.65,1
32.13,89.82,54,2,3.28,2,7.88,1
32.06,89.71,53,2,3.05,2,7.82,1
32.06,89.71,54,2,3.21,2,7.68,1
32.06,89.71,55,2,3.11,2,7.81,1
32.06,89.71,54,2,3.33,2,7.88,1
32.06,89.71,54,2,3.28,2,7.78,1
32.0,89.6,54,2,3.04,2,7.9,1
32.0,89.6,54,2,3.23,2,7.83,1
32.06,89.71,54,2,2.98,2,7.66,1
31.94,89.49,53,2,3.01,2,7.81,1
32.0,89.6,54,2,3.32,2,7.95,1
31.94,89.49,54,2,3.06,2,7.87,1
32.06,89.71,54,2,3.08,2,7.88,1
32.0,89.6,54,2,3.16,2,7.92,1
32.0,89.6,54,2,3.23,2,7.89,1
32.0,89.6,54,2,3.16,2,7.98,1
31.94,89.49,53,2,3.31,2,7.89,1
32.0,89.6,54,2,3.09,2,7.9,1
32.0,89.6,53,2,3.3,2,7.91,1
31.94,89.49,54,2,3.12,2,7.79,1
32.0,89.6,53,2,3.35,2,7.58,1
31.94,89.49,54,2,3.13,2,7.88,1
31.94,89.49,54,2,3.3,2,7.88,1
31.94,89.49,54,2,3.15,2,7.85,1
31.94,89.49,55,2,3.12,2,7.92,1
31.87,89.37,54,2,3.2,2,7.8,1
31.87,89.37,54,2,3.44,2,7.89,1
31.94,89.49,53,2,3.1,2,7.86,1
31.94,89.49,54,2,3.39,2,7.46,1
31.87,89.37,53,2,3.16,2,7.77,1
31.94,89.49,53,2,3.36,2,7.81,1
31.94,89.49,55,2,3.16,2,7.75,1
31.87,89.37,54,2,3.21,2,7.95,1
31.94,89.49,53,2,3.16,2,7.94,1
31.87,89.37,54,2,3.13,2,7.87,1
31.87,89.37,54,2,3.33,2,7.92,1
31.87,89.37,54,2,3.23,2,7.77,1
31.94,89.49,54,2,3.12,2,7.89,1
31.87,89.37,54,2,3.11,2,7.99,1
31.87,89.37,54,2,3.27,2,7.94,1
31.81,89.26,54,2,3.4,2,7.87,1
31.81,89.26,53,2,3.44,2,7.81,1
31.81,89.26,55,2,3.19,2,7.76,1
31.75,89.15,54,2,3.35,2,7.9,1
31.81,89.26,54,2,3.36,2,7.87,1
31.81,89.26,54,2,3.4,2,8.03,1
31.75,89.15,54,2,3.1,2,7.86,1
31.75,89.15,54,2,3.39,2,7.86,1
31.75,89.15,54,2,3.28,2,7.9,1
31.75,89.15,54,2,3.18,2,7.82,1
31.75,89.15,55,2,3.16,2,7.86,1
31.81,89.26,54,2,3.4,2,7.79,1
31.69,89.04,54,2,3.48,2,7.73,1
31.75,89.15,55,2,3.18,2,7.85,1
31.75,89.15,54,2,3.4,2,7.81,1
31.75,89.15,55,2,3.3,2,7.65,1
31.69,89.04,54,2,3.21,2,7.87,1
31.69,89.04,53,2,3.45,2,7.85,1
