TIME,Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
59:10.6,28.06,82.51,96,Full,5.46,Clear,7.22,Normal
59:15.3,28.06,82.51,96,Full,5.62,Clear,7.25,Normal
59:19.9,28.06,82.51,96,Full,5.39,Clear,7.31,Normal
59:24.6,28.06,82.51,96,Full,5.4,Clear,7.28,Normal
59:29.2,28.06,82.51,96,Full,5.52,Clear,7.29,Normal
59:33.9,28.06,82.51,96,Full,5.59,Clear,6.96,Normal
59:38.5,28.06,82.51,96,Full,5.48,Clear,7.32,Normal
59:43.1,28.06,82.51,96,Full,5.36,Clear,7.09,Normal
59:47.8,28.06,82.51,96,Full,5.35,Clear,7.18,Normal
59:52.4,28.06,82.51,96,Full,5.35,Clear,7.33,Normal
59:57.1,28.06,82.51,96,Full,5.42,Clear,7.32,Normal
00:01.7,28,82.4,96,Full,5.43,Clear,7.21,Normal
00:06.4,28.06,82.51,96,Full,5.36,Clear,7.21,Normal
00:11.0,28.06,82.51,96,Full,5.35,Clear,7.24,Normal
00:15.6,28.06,82.51,96,Full,5.42,Clear,7.22,Normal
00:20.3,28.06,82.51,96,Full,5.53,Clear,7.21,Normal
00:24.9,28.06,82.51,96,Full,5.48,Clear,7.03,Normal
00:29.6,28.06,82.51,96,Full,5.58,Clear,7.17,Normal
00:34.2,28.06,82.51,96,Full,5.57,Clear,7.02,Normal
00:38.9,28.06,82.51,96,Full,5.44,Clear,7.27,Normal
00:43.5,28,82.4,96,Full,5.37,Clear,7.32,Normal
00:48.1,28,82.4,96,Full,5.67,Clear,7.39,Normal
00:52.8,28.06,82.51,96,Full,5.58,Clear,7.18,Normal
00:57.4,28.06,82.51,96,Full,5.41,Clear,7.39,Normal
01:02.1,28,82.4,96,Full,5.62,Clear,7.18,Normal
01:06.7,28.06,82.51,96,Full,5.59,Clear,7.21,Normal
01:11.4,28.06,82.51,96,Full,5.6,Clear,7.14,Normal
01:16.0,28,82.4,96,Full,5.55,Clear,7.29,Normal
01:20.7,28,82.4,96,Full,5.42,Clear,7.15,Normal
01:25.3,28,82.4,96,Full,5.43,Clear,7.28,Normal
01:29.9,28.06,82.51,96,Full,5.37,Clear,7.11,Normal
01:34.6,28.06,82.51,96,Full,5.51,Clear,7.19,Normal
01:39.2,28.06,82.51,96,Full,5.36,Clear,7.19,Normal
01:43.9,28,82.4,96,Full,5.63,Clear,7.22,Normal
01:48.5,28,82.4,96,Full,5.66,Clear,7.21,Normal
01:53.1,28.06,82.51,96,Full,5.53,Clear,7.12,Normal
01:57.8,28,82.4,96,Full,5.5,Clear,7.33,Normal
02:02.4,28.06,82.51,96,Full,5.55,Clear,7.2,Normal
02:07.1,28,82.4,96,Full,5.48,Clear,7.31,Normal
02:11.7,28,82.4,96,Full,5.36,Clear,7.2,Normal
02:16.4,28,82.4,96,Full,5.5,Clear,7.29,Normal
02:21.0,28.06,82.51,96,Full,5.35,Clear,7.26,Normal
02:25.7,28,82.4,96,Full,5.34,Clear,7.23,Normal
02:30.3,28,82.4,96,Full,5.54,Clear,7.28,Normal
02:34.9,28,82.4,96,Full,5.62,Clear,7.15,Normal
02:39.6,28,82.4,96,Full,5.44,Clear,7.09,Normal
02:44.2,28.06,82.51,96,Full,5.35,Clear,7.28,Normal
02:48.9,28,82.4,96,Full,5.44,Clear,7.32,Normal
02:53.5,28.06,82.51,96,Full,5.4,Clear,7.22,Normal
02:58.1,28,82.4,96,Full,5.48,Clear,7.26,Normal
03:02.8,28.06,82.51,96,Full,5.5,Clear,7.11,Normal
03:07.4,28,82.4,96,Full,5.44,Clear,7.27,Normal
03:12.1,28,82.4,96,Full,5.51,Clear,7.28,Normal
03:16.7,28,82.4,96,Full,5.34,Clear,7.22,Normal
03:21.4,28,82.4,96,Full,5.38,Clear,7.24,Normal
03:26.0,28,82.4,96,Full,5.36,Clear,7.19,Normal
03:30.7,28,82.4,96,Full,5.37,Clear,7.33,Normal
03:35.3,28,82.4,96,Full,5.6,Clear,7.25,Normal
03:39.9,28,82.4,96,Full,5.39,Clear,7.24,Normal
03:44.6,28,82.4,96,Full,5.63,Clear,7.35,Normal
03:49.2,28,82.4,96,Full,5.35,Clear,7.18,Normal
03:53.9,28,82.4,96,Full,5.62,Clear,7.14,Normal
03:58.5,28,82.4,96,Full,5.61,Clear,7.18,Normal
04:03.2,27.94,82.29,96,Full,5.36,Clear,7.24,Normal
04:07.8,28,82.4,96,Full,5.35,Clear,7.05,Normal
04:12.4,28,82.4,96,Full,5.46,Clear,7.21,Normal
04:17.1,28,82.4,96,Full,5.48,Clear,7.18,Normal
04:21.7,28,82.4,96,Full,5.52,Clear,7.26,Normal
04:26.4,28,82.4,96,Full,5.37,Clear,7.22,Normal
04:31.0,28,82.4,96,Full,5.45,Clear,7.26,Normal
04:35.6,28,82.4,96,Full,5.36,Clear,7.3,Normal
04:40.3,28,82.4,96,Full,5.47,Clear,7.02,Normal
04:44.9,27.94,82.29,96,Full,5.36,Clear,7.25,Normal
04:49.6,28,82.4,96,Full,5.39,Clear,7.32,Normal
04:54.2,28,82.4,96,Full,5.35,Clear,7.3,Normal
04:58.9,27.94,82.29,96,Full,5.39,Clear,7.29,Normal
05:03.5,28,82.4,96,Full,5.46,Clear,7.25,Normal
05:08.2,28,82.4,96,Full,5.62,Clear,7.29,Normal
05:12.8,28,82.4,96,Full,5.6,Clear,7.36,Normal
05:17.4,28,82.4,96,Full,5.59,Clear,7.24,Normal
05:22.1,28,82.4,96,Full,5.39,Clear,7.28,Normal
05:26.7,28,82.4,96,Full,5.38,Clear,7.34,Normal
05:31.4,28,82.4,96,Full,5.43,Clear,7.21,Normal
05:36.0,27.94,82.29,96,Full,5.58,Clear,7.25,Normal
05:40.7,27.94,82.29,96,Full,5.34,Clear,7.27,Normal
05:45.3,28,82.4,96,Full,5.35,Clear,7.19,Normal
05:49.9,28,82.4,96,Full,5.51,Clear,7.26,Normal
05:54.6,27.94,82.29,96,Full,5.47,Clear,7.32,Normal
05:59.2,27.94,82.29,96,Full,5.43,Clear,7.32,Normal
06:03.9,27.94,82.29,96,Full,5.42,Clear,7.17,Normal
06:08.5,28,82.4,96,Full,5.47,Clear,7.25,Normal
06:13.1,28,82.4,96,Full,5.66,Clear,7.21,Normal
06:17.8,28,82.4,96,Full,5.31,Clear,7.33,Normal
06:22.4,27.94,82.29,96,Full,5.51,Clear,7.39,Normal
06:27.1,27.94,82.29,96,Full,5.48,Clear,6.82,Normal
06:31.7,27.94,82.29,96,Full,5.54,Clear,7.21,Normal
06:36.4,28,82.4,96,Full,5.41,Clear,7.15,Normal
06:41.0,28,82.4,96,Full,5.51,Clear,7.21,Normal
06:45.7,28,82.4,96,Full,5.49,Clear,7.24,Normal
06:50.3,27.94,82.29,96,Full,5.35,Clear,7.27,Normal
06:54.9,28,82.4,96,Full,5.44,Clear,7.29,Normal
06:59.6,28,82.4,96,Full,5.44,Clear,7.27,Normal
07:04.2,28,82.4,96,Full,5.58,Clear,7.25,Normal
07:08.9,27.94,82.29,96,Full,5.48,Clear,7.16,Normal
07:13.5,28,82.4,96,Full,5.58,Clear,7.24,Normal
07:18.1,27.94,82.29,96,Full,5.59,Clear,7.25,Normal
07:22.8,27.94,82.29,96,Full,5.55,Clear,7.31,Normal
07:27.4,27.94,82.29,96,Full,5.54,Clear,7.27,Normal
07:32.1,27.94,82.29,96,Full,5.68,Clear,7.26,Normal
07:36.7,27.94,82.29,96,Full,5.49,Clear,7.09,Normal
07:41.4,27.94,82.29,96,Full,5.63,Clear,7.27,Normal
07:46.0,27.94,82.29,96,Full,5.51,Clear,7.03,Normal
07:50.6,27.94,82.29,96,Full,5.53,Clear,7.11,Normal
07:55.3,27.94,82.29,96,Full,5.66,Clear,7.25,Normal
07:59.9,27.94,82.29,96,Full,5.37,Clear,7.26,Normal
08:04.6,27.94,82.29,96,Full,5.4,Clear,7.21,Normal
08:09.2,27.94,82.29,96,Full,5.54,Clear,7.09,Normal
08:13.9,28,82.4,96,Full,5.32,Clear,7.29,Normal
08:18.5,27.94,82.29,96,Full,5.67,Clear,7.24,Normal
08:23.2,28,82.4,96,Full,5.35,Clear,7.26,Normal
08:27.8,27.94,82.29,96,Full,5.65,Clear,7.25,Normal
08:32.4,27.94,82.29,96,Full,5.55,Clear,7.31,Normal
08:37.1,27.94,82.29,96,Full,5.39,Clear,7.25,Normal
08:41.7,27.94,82.29,96,Full,5.29,Clear,7.35,Normal
08:46.4,27.87,82.17,96,Full,5.61,Clear,7.29,Normal
08:51.0,27.94,82.29,96,Full,5.39,Clear,7.23,Normal
08:55.7,27.94,82.29,96,Full,5.37,Clear,7.17,Normal
09:00.3,27.94,82.29,96,Full,5.54,Clear,7.17,Normal
09:04.9,27.94,82.29,96,Full,5.55,Clear,7.18,Normal
09:09.6,27.94,82.29,96,Full,5.43,Clear,7.18,Normal
09:14.2,27.87,82.17,96,Full,5.59,Clear,7.12,Normal
09:18.9,27.94,82.29,96,Full,5.6,Clear,7.34,Normal
09:23.5,27.94,82.29,96,Full,5.52,Clear,7.28,Normal
09:28.2,27.94,82.29,96,Full,5.54,Clear,7.21,Normal
09:32.8,27.94,82.29,96,Full,5.42,Clear,7.18,Normal
09:37.4,27.94,82.29,96,Full,5.62,Clear,7.36,Normal
09:42.1,27.94,82.29,96,Full,5.65,Clear,7.26,Normal
09:46.7,27.94,82.29,96,Full,5.35,Clear,7.25,Normal
09:51.4,27.94,82.29,96,Full,5.44,Clear,7.24,Normal
09:56.0,27.94,82.29,96,Full,5.35,Clear,7.23,Normal
10:00.6,27.94,82.29,96,Full,5.59,Clear,7.05,Normal
10:05.3,27.87,82.17,96,Full,5.64,Clear,7.34,Normal
10:09.9,27.94,82.29,96,Full,5.6,Clear,7.27,Normal
10:14.6,27.87,82.17,96,Full,5.6,Clear,7.34,Normal
10:19.2,27.94,82.29,96,Full,5.41,Clear,7.24,Normal
10:23.9,27.87,82.17,96,Full,5.61,Clear,7.3,Normal
10:28.5,27.94,82.29,96,Full,5.62,Clear,7.24,Normal
10:33.2,27.87,82.17,96,Full,5.65,Clear,7.19,Normal
10:37.8,27.87,82.17,96,Full,5.61,Clear,7.34,Normal
10:42.4,27.87,82.17,96,Full,5.6,Clear,7.27,Normal
10:47.1,27.94,82.29,96,Full,5.48,Clear,7.11,Normal
10:51.7,27.87,82.17,96,Full,5.59,Clear,7.18,Normal
10:56.4,27.94,82.29,96,Full,5.59,Clear,7.18,Normal
11:01.0,27.87,82.17,96,Full,5.42,Clear,7.24,Normal
11:05.7,27.94,82.29,96,Full,5.42,Clear,7.34,Normal
11:10.3,27.87,82.17,96,Full,5.43,Clear,7.03,Normal
11:14.9,27.87,82.17,96,Full,5.46,Clear,7.19,Normal
11:19.6,27.87,82.17,96,Full,5.37,Clear,7.18,Normal
11:24.2,27.94,82.29,96,Full,5.62,Clear,7.33,Normal
11:28.9,27.87,82.17,96,Full,5.6,Clear,7.14,Normal
11:33.5,27.87,82.17,96,Full,5.52,Clear,7.2,Normal
11:38.2,27.87,82.17,96,Full,5.35,Clear,7.32,Normal
11:42.8,27.87,82.17,96,Full,5.55,Clear,7.23,Normal
11:47.4,27.87,82.17,96,Full,5.54,Clear,7.22,Normal
11:52.1,27.87,82.17,96,Full,5.68,Clear,7.21,Normal
11:56.7,27.87,82.17,96,Full,5.6,Clear,7.21,Normal
12:01.4,27.81,82.06,96,Full,5.62,Clear,7.26,Normal
12:06.0,27.87,82.17,96,Full,5.37,Clear,7.25,Normal
12:10.7,27.81,82.06,96,Full,5.58,Clear,7.11,Normal
12:15.3,27.87,82.17,96,Full,5.47,Clear,7.19,Normal
12:19.9,27.87,82.17,96,Full,5.66,Clear,7.25,Normal
12:24.6,27.87,82.17,96,Full,5.56,Clear,7.24,Normal
12:29.2,27.87,82.17,96,Full,5.38,Clear,7.15,Normal
12:33.9,27.87,82.17,96,Full,5.54,Clear,7.33,Normal
12:38.5,27.87,82.17,96,Full,5.58,Clear,7.26,Normal
12:43.2,27.81,82.06,96,Full,5.43,Clear,7.17,Normal
12:47.8,27.87,82.17,96,Full,5.49,Clear,6.93,Normal
12:52.4,27.87,82.17,96,Full,5.55,Clear,7.22,Normal
12:57.1,27.87,82.17,96,Full,5.36,Clear,7.18,Normal
13:01.7,27.81,82.06,96,Full,5.45,Clear,7.24,Normal
13:06.4,27.87,82.17,96,Full,5.35,Clear,7.22,Normal
13:11.0,27.87,82.17,96,Full,5.35,Clear,7.26,Normal
13:15.7,27.87,82.17,96,Full,5.42,Clear,7.11,Normal
13:20.3,27.87,82.17,96,Full,5.4,Clear,7.34,Normal
13:24.9,27.87,82.17,96,Full,5.34,Clear,7.3,Normal
13:29.6,27.94,82.29,96,Full,5.45,Clear,7.29,Normal
13:34.2,27.87,82.17,96,Full,5.43,Clear,6.99,Normal
13:38.9,27.87,82.17,96,Full,5.68,Clear,7.3,Normal
13:43.5,27.87,82.17,96,Full,5.56,Clear,7.27,Normal
13:48.2,27.87,82.17,96,Full,5.6,Clear,7.19,Normal
13:52.8,27.94,82.29,96,Full,5.48,Clear,7.18,Normal
13:57.4,27.87,82.17,96,Full,5.66,Clear,7.16,Normal
14:02.1,27.87,82.17,96,Full,5.56,Clear,7.25,Normal
14:06.7,27.87,82.17,96,Full,5.49,Clear,7.34,Normal
14:11.4,27.87,82.17,96,Full,5.31,Clear,7.2,Normal
14:16.0,27.87,82.17,96,Full,5.56,Clear,7.24,Normal
14:20.7,27.81,82.06,96,Full,5.39,Clear,7.2,Normal
14:25.3,27.87,82.17,96,Full,5.43,Clear,7,Normal
14:29.9,27.81,82.06,96,Full,5.39,Clear,7.31,Normal
14:34.6,27.87,82.17,96,Full,5.48,Clear,7.25,Normal
14:39.2,27.87,82.17,96,Full,5.46,Clear,7.35,Normal
14:43.9,27.87,82.17,96,Full,5.53,Clear,7.2,Normal
14:48.5,27.87,82.17,96,Full,5.48,Clear,7.21,Normal
14:53.2,27.87,82.17,96,Full,5.31,Clear,7.18,Normal
14:57.8,27.87,82.17,96,Full,5.62,Clear,7.26,Normal
15:02.4,27.87,82.17,96,Full,5.52,Clear,7.14,Normal
15:07.1,27.87,82.17,96,Full,5.35,Clear,7.24,Normal
15:11.7,27.87,82.17,96,Full,5.43,Clear,7.1,Normal
15:16.4,27.87,82.17,96,Full,5.48,Clear,7.22,Normal
15:21.0,27.87,82.17,96,Full,5.36,Clear,7.11,Normal
15:25.7,27.87,82.17,96,Full,5.34,Clear,7.3,Normal
15:30.3,27.81,82.06,96,Full,5.6,Clear,7.41,Normal
15:34.9,27.81,82.06,96,Full,5.52,Clear,7.39,Normal
15:39.6,27.81,82.06,96,Full,5.46,Clear,7.26,Normal
15:44.2,27.87,82.17,96,Full,5.34,Clear,7.23,Normal
15:48.9,27.81,82.06,96,Full,5.55,Clear,7.13,Normal
15:53.5,27.81,82.06,96,Full,5.36,Clear,7.32,Normal
15:58.2,27.81,82.06,96,Full,5.35,Clear,7.35,Normal
16:02.8,27.87,82.17,96,Full,5.45,Clear,7.29,Normal
16:07.4,27.87,82.17,96,Full,5.54,Clear,7.12,Normal
16:12.1,27.87,82.17,96,Full,5.41,Clear,7.29,Normal
16:16.7,27.81,82.06,96,Full,5.38,Clear,7.14,Normal
16:21.4,27.81,82.06,96,Full,5.43,Clear,7.2,Normal
16:26.0,27.81,82.06,96,Full,5.59,Clear,7.43,Normal
16:30.7,27.81,82.06,96,Full,5.45,Clear,7.25,Normal
16:35.3,27.87,82.17,96,Full,5.43,Clear,7.26,Normal
16:39.9,27.75,81.95,96,Full,5.6,Clear,7.17,Normal
16:44.6,27.81,82.06,96,Full,5.36,Clear,7.26,Normal
16:49.2,27.81,82.06,96,Full,5.62,Clear,7.27,Normal
16:53.9,27.81,82.06,96,Full,5.56,Clear,7.21,Normal
16:58.5,27.81,82.06,96,Full,5.67,Clear,7.27,Normal
17:03.2,27.87,82.17,96,Full,5.48,Clear,7.22,Normal
17:07.8,27.81,82.06,96,Full,5.42,Clear,7.33,Normal
17:12.5,27.81,82.06,96,Full,5.51,Clear,7.3,Normal
17:17.1,27.87,82.17,96,Full,5.43,Clear,7.18,Normal
17:21.7,27.81,82.06,96,Full,5.63,Clear,7.29,Normal
17:26.4,27.81,82.06,96,Full,5.54,Clear,7.31,Normal
17:31.0,27.81,82.06,96,Full,5.63,Clear,7.21,Normal
17:35.7,27.81,82.06,96,Full,5.42,Clear,7.34,Normal
17:40.3,27.81,82.06,96,Full,5.41,Clear,7.29,Normal
17:45.0,27.81,82.06,96,Full,5.42,Clear,7.2,Normal
17:49.6,27.81,82.06,96,Full,5.38,Clear,7.2,Normal
17:54.2,27.81,82.06,96,Full,5.34,Clear,7.27,Normal
17:58.9,27.81,82.06,96,Full,5.6,Clear,7.14,Normal
18:03.5,27.81,82.06,96,Full,5.65,Clear,7.27,Normal
18:08.2,27.81,82.06,96,Full,5.33,Clear,7.3,Normal
18:12.8,27.81,82.06,96,Full,5.51,Clear,7.27,Normal
18:17.5,27.81,82.06,96,Full,5.59,Clear,7.33,Normal
18:22.1,27.81,82.06,96,Full,5.55,Clear,7.25,Normal
18:26.7,27.75,81.95,96,Full,5.64,Clear,7.31,Normal
18:31.4,27.75,81.95,96,Full,5.41,Clear,7.13,Normal
18:36.0,27.75,81.95,96,Full,5.48,Clear,7.28,Normal
18:40.7,27.81,82.06,96,Full,5.55,Clear,7.28,Normal
18:45.3,27.81,82.06,96,Full,5.33,Clear,7.32,Normal
18:49.9,27.81,82.06,96,Full,5.33,Clear,7.24,Normal
18:54.6,27.81,82.06,96,Full,5.54,Clear,7.18,Normal
18:59.2,27.81,82.06,96,Full,5.66,Clear,7.25,Normal
19:03.9,27.81,82.06,96,Full,5.59,Clear,7.29,Normal
19:08.5,27.81,82.06,96,Full,5.41,Clear,7.26,Normal
19:13.2,27.75,81.95,96,Full,5.6,Clear,7.39,Normal
19:17.8,27.81,82.06,96,Full,5.54,Clear,7.27,Normal
19:22.5,27.81,82.06,96,Full,5.52,Clear,7.36,Normal
19:27.1,27.81,82.06,96,Full,5.6,Clear,7.19,Normal
19:31.7,27.75,81.95,96,Full,5.52,Clear,7.24,Normal
19:36.4,27.81,82.06,96,Full,5.56,Clear,7.23,Normal
19:41.0,27.81,82.06,96,Full,5.51,Clear,7.19,Normal
19:45.7,27.81,82.06,96,Full,5.35,Clear,7.12,Normal
19:50.3,27.81,82.06,96,Full,5.42,Clear,7.2,Normal
19:55.0,27.81,82.06,96,Full,5.43,Clear,7.19,Normal
19:59.6,27.81,82.06,96,Full,5.58,Clear,7.25,Normal
20:04.2,27.81,82.06,96,Full,5.41,Clear,7.22,Normal
20:08.9,27.81,82.06,96,Full,5.38,Clear,7.29,Normal
20:13.5,27.81,82.06,96,Full,5.51,Clear,7.21,Normal
20:18.2,27.75,81.95,96,Full,5.47,Clear,7.16,Normal
20:22.8,27.75,81.95,96,Full,5.53,Clear,7.32,Normal
20:27.5,27.75,81.95,96,Full,5.64,Clear,7.18,Normal
20:32.1,27.81,82.06,96,Full,5.51,Clear,7.22,Normal
20:36.7,27.75,81.95,96,Full,5.31,Clear,7.21,Normal
20:41.4,27.75,81.95,96,Full,5.35,Clear,7.23,Normal
20:46.0,27.75,81.95,96,Full,5.48,Clear,7.25,Normal
20:50.7,27.75,81.95,96,Full,5.43,Clear,7.28,Normal
20:55.3,27.81,82.06,96,Full,5.37,Clear,7.13,Normal
21:00.0,27.75,81.95,96,Full,5.59,Clear,7.28,Normal
21:04.6,27.75,81.95,96,Full,5.6,Clear,7.25,Normal
21:09.2,27.75,81.95,96,Full,5.52,Clear,7.21,Normal
21:13.9,27.75,81.95,96,Full,5.36,Clear,7.15,Normal
21:18.5,27.75,81.95,96,Full,5.34,Clear,7.28,Normal
21:23.2,27.75,81.95,96,Full,5.33,Clear,7.31,Normal
21:27.8,27.75,81.95,96,Full,5.43,Clear,7.27,Normal
21:32.4,27.75,81.95,96,Full,5.52,Clear,7.11,Normal
21:37.1,27.75,81.95,96,Full,5.6,Clear,7.3,Normal
21:41.7,27.75,81.95,96,Full,5.62,Clear,7.25,Normal
21:46.4,27.75,81.95,96,Full,5.42,Clear,7.36,Normal
21:51.0,27.75,81.95,96,Full,5.48,Clear,7.04,Normal
21:55.7,27.69,81.84,96,Full,5.43,Clear,7.04,Normal
22:00.3,27.75,81.95,96,Full,5.63,Clear,7.19,Normal
22:04.9,27.75,81.95,96,Full,5.42,Clear,7.38,Normal
22:09.6,27.75,81.95,96,Full,5.39,Clear,7.11,Normal
22:14.2,27.75,81.95,96,Full,5.66,Clear,7.09,Normal
22:18.9,27.75,81.95,96,Full,5.36,Clear,7.23,Normal
22:23.5,27.75,81.95,96,Full,5.57,Clear,7.26,Normal
22:28.2,27.75,81.95,96,Full,5.62,Clear,7.12,Normal
22:32.8,27.75,81.95,96,Full,5.53,Clear,7.17,Normal
22:37.5,27.75,81.95,96,Full,5.62,Clear,7.2,Normal
22:42.1,27.75,81.95,96,Full,5.52,Clear,7.04,Normal
22:46.7,27.75,81.95,96,Full,5.43,Clear,7.09,Normal
22:51.4,27.75,81.95,96,Full,5.58,Clear,7.24,Normal
22:56.0,27.75,81.95,96,Full,5.35,Clear,7.26,Normal
23:00.7,27.75,81.95,96,Full,5.46,Clear,7.3,Normal
23:05.3,27.69,81.84,96,Full,5.57,Clear,7.25,Normal
23:09.9,27.75,81.95,96,Full,5.66,Clear,7.22,Normal
23:14.6,27.75,81.95,96,Full,5.31,Clear,7.3,Normal
23:19.2,27.75,81.95,96,Full,5.36,Clear,7.27,Normal
23:23.9,27.75,81.95,96,Full,5.47,Clear,7.26,Normal
23:28.5,27.75,81.95,96,Full,5.33,Clear,7.27,Normal
23:33.2,27.75,81.95,96,Full,5.58,Clear,7.26,Normal
23:37.8,27.69,81.84,96,Full,5.48,Clear,7.03,Normal
23:42.5,27.69,81.84,96,Full,5.6,Clear,7.25,Normal
23:47.1,27.75,81.95,96,Full,5.51,Clear,7.16,Normal
23:51.7,27.75,81.95,96,Full,5.6,Clear,7.07,Normal
23:56.4,27.75,81.95,96,Full,5.52,Clear,7.22,Normal
24:01.0,27.75,81.95,96,Full,5.37,Clear,7.18,Normal
24:05.7,27.75,81.95,96,Full,5.34,Clear,7.34,Normal
24:10.3,27.69,81.84,96,Full,5.59,Clear,7.01,Normal
24:15.0,27.75,81.95,96,Full,5.32,Clear,7.38,Normal
24:19.6,27.69,81.84,96,Full,5.6,Clear,7.19,Normal
24:24.2,27.75,81.95,96,Full,5.56,Clear,7.35,Normal
24:28.9,27.75,81.95,96,Full,5.36,Clear,7.37,Normal
24:33.5,27.69,81.84,96,Full,5.37,Clear,7.32,Normal
24:38.2,27.69,81.84,96,Full,5.62,Clear,7.19,Normal
24:42.8,27.69,81.84,96,Full,5.52,Clear,7.34,Normal
24:47.5,27.75,81.95,96,Full,5.4,Clear,7.25,Normal
24:52.1,27.75,81.95,96,Full,5.52,Clear,7.31,Normal
24:56.7,27.69,81.84,96,Full,5.44,Clear,7.26,Normal
25:01.4,27.75,81.95,96,Full,5.34,Clear,7.19,Normal
25:06.0,27.75,81.95,96,Full,5.4,Clear,7.25,Normal
25:10.7,27.69,81.84,96,Full,5.48,Clear,7.21,Normal
25:15.3,27.75,81.95,96,Full,5.39,Clear,7.27,Normal
25:20.0,27.75,81.95,96,Full,5.58,Clear,7.23,Normal
25:24.6,27.75,81.95,96,Full,5.44,Clear,7.15,Normal
25:29.2,27.69,81.84,96,Full,5.47,Clear,7.26,Normal
25:33.9,27.69,81.84,96,Full,5.62,Clear,7.22,Normal
25:38.5,27.69,81.84,96,Full,5.61,Clear,7.18,Normal
25:43.2,27.69,81.84,96,Full,5.53,Clear,7.24,Normal
25:47.8,27.69,81.84,96,Full,5.49,Clear,7.19,Normal
25:52.4,27.69,81.84,96,Full,5.52,Clear,7.25,Normal
25:57.1,27.69,81.84,96,Full,5.59,Clear,7.1,Normal
26:01.7,27.69,81.84,96,Full,5.58,Clear,7.23,Normal
26:06.4,27.69,81.84,96,Full,5.37,Clear,7.24,Normal
26:11.0,27.75,81.95,96,Full,5.4,Clear,7.22,Normal
26:15.7,27.69,81.84,96,Full,5.45,Clear,7.32,Normal
26:20.3,27.69,81.84,96,Full,5.35,Clear,7.21,Normal
26:25.0,27.69,81.84,96,Full,5.61,Clear,7.23,Normal
26:29.6,27.69,81.84,96,Full,5.4,Clear,7.18,Normal
26:34.2,27.69,81.84,96,Full,5.5,Clear,7.25,Normal
26:38.9,27.69,81.84,96,Full,5.6,Clear,7.16,Normal
26:43.5,27.69,81.84,96,Full,5.35,Clear,7.21,Normal
26:48.2,27.69,81.84,96,Full,5.59,Clear,7.15,Normal
26:52.8,27.62,81.72,96,Full,5.36,Clear,7.11,Normal
26:57.4,27.69,81.84,96,Full,5.62,Clear,7.37,Normal
27:02.1,27.69,81.84,96,Full,5.64,Clear,7.3,Normal
27:06.7,27.75,81.95,96,Full,5.56,Clear,7.26,Normal
27:11.4,27.69,81.84,96,Full,5.59,Clear,7.32,Normal
27:16.0,27.69,81.84,96,Full,5.59,Clear,7.1,Normal
27:20.7,27.69,81.84,96,Full,5.4,Clear,7.29,Normal
27:25.3,27.69,81.84,96,Full,5.43,Clear,7.39,Normal
27:29.9,27.69,81.84,96,Full,5.58,Clear,7.25,Normal
27:34.6,27.69,81.84,96,Full,5.41,Clear,7.29,Normal
27:39.2,27.69,81.84,96,Full,5.64,Clear,7.25,Normal
27:43.9,27.69,81.84,96,Full,5.48,Clear,7.24,Normal
27:48.5,27.69,81.84,96,Full,5.47,Clear,7.29,Normal
27:53.2,27.69,81.84,96,Full,5.35,Clear,7.27,Normal
27:57.8,27.69,81.84,96,Full,5.59,Clear,7.25,Normal
28:02.5,27.75,81.95,96,Full,5.38,Clear,7.18,Normal
28:07.1,27.69,81.84,96,Full,5.31,Clear,7.36,Normal
28:11.7,27.69,81.84,96,Full,5.43,Clear,7.35,Normal
28:16.4,27.69,81.84,96,Full,5.5,Clear,7.27,Normal
28:21.0,27.69,81.84,96,Full,5.34,Clear,7.15,Normal
28:25.7,27.69,81.84,96,Full,5.51,Clear,7.18,Normal
28:30.3,27.69,81.84,96,Full,5.38,Clear,7.22,Normal
28:34.9,27.69,81.84,96,Full,5.56,Clear,7.16,Normal
28:39.6,27.69,81.84,96,Full,5.67,Clear,7.32,Normal
28:44.2,27.69,81.84,96,Full,5.41,Clear,7.17,Normal
28:48.9,27.69,81.84,96,Full,5.6,Clear,7.2,Normal
28:53.5,27.69,81.84,96,Full,5.59,Clear,7.25,Normal
28:58.2,27.69,81.84,96,Full,5.47,Clear,7.34,Normal
29:02.8,27.69,81.84,96,Full,5.33,Clear,7.23,Normal
29:07.5,27.69,81.84,96,Full,5.53,Clear,7.16,Normal
29:12.1,27.69,81.84,96,Full,5.52,Clear,7.23,Normal
29:16.7,27.69,81.84,96,Full,5.66,Clear,7.15,Normal
29:21.4,27.69,81.84,96,Full,5.37,Clear,7.33,Normal
29:26.0,27.62,81.72,96,Full,5.36,Clear,7.34,Normal
29:30.7,27.75,81.95,96,Full,5.43,Clear,7.29,Normal
29:35.3,27.69,81.84,96,Full,5.43,Clear,7.25,Normal
29:40.0,27.69,81.84,96,Full,5.48,Clear,7.31,Normal
29:44.6,27.69,81.84,96,Full,5.41,Clear,7.27,Normal
29:49.2,27.69,81.84,96,Full,5.35,Clear,7.29,Normal
29:53.9,27.69,81.84,96,Full,5.59,Clear,7.22,Normal
29:58.5,27.69,81.84,96,Full,5.37,Clear,7.34,Normal
30:03.2,27.69,81.84,96,Full,5.56,Clear,7.26,Normal
30:07.8,27.69,81.84,96,Full,5.49,Clear,7.37,Normal
30:12.5,27.62,81.72,96,Full,5.39,Clear,7.29,Normal
